netflix_id,title,image,rating,url,content_type,show_type,season_number,year,tv_rating,description,genre,cast,director,duration,language,Awards,updated_db,item_category
0,Chhota Bheem (Season 5),,"4.3/10
",https://www.netflix.com/title/0,,,,,,"A brave, energetic little boy with superhuman powers leads his friends on exciting adventures to guard their fellow Dholakpur villagers from evil.","Animation, Action, Adventure","Mausam, Rajesh Kava, Kaustav Ghosh",,"15 min
",Hindi,2 wins & 6 nominations,"Jan 25, 2023",What’s New on Netflix
1001011,The Sting (1973),,8.3/10,https://www.netflix.com/title/1001011,Recommended,,,,,"In this Oscar winner, a rookie grifter and veteran con man plan to fleece a homicidal racketeer through a phony racetrack scam in 1930s Chicago.","Comedy, Crime, Drama","Paul Newman, Robert Redford, Robert Shaw",George Roy Hill,"129 min / 2h 9m
",English,Won 7 Oscars. 18 wins & 6 nominations total,"Jan 25, 2023",What’s New on Netflix
1029730,Teenage Mutant Ninja Turtles: The Movie (1990),,6.7/10,https://www.netflix.com/title/1029730,,,,,,"After training as ninjas under Master Splinter in the sewers of New York, four heroic, pizza-loving turtles take on a dangerous gang to save the city.","Action, Adventure, Comedy","Judith Hoag, Elias Koteas, Josh Pais",Steve Barron,"93 mins / 1h 33m
",English,3 wins & 3 nominations,"Jan 25, 2023",What’s New on Netflix
1056189,Top Gun (1986),,6.9/10,https://www.netflix.com/title/1056189,Recommended,,,,,"A renegade pilot enters an elite combat training school where he finds fierce competition, a heated romance and danger lurking in the skies.","Action, Drama","Tom Cruise, Tim Robbins, Kelly McGillis",Tony Scott,"110 min / 1h 50m
",English,Won 1 Oscar. 11 wins & 5 nominations total,"Jan 25, 2023",What’s New on Netflix
1072091,Twins (1988),,6.1/10,https://www.netflix.com/title/1072091,,,,,,"Separated at birth after a genetic experiment gone awry, long-lost twin brothers reunite in this comedy starring Arnold Schwarzenegger and Danny DeVito.","Comedy, Crime","Arnold Schwarzenegger, Danny DeVito, Kelly Preston",Ivan Reitman,"107 min / 1h 47m
",English,4 wins & 1 nomination,"Jan 25, 2023",What’s New on Netflix
1151658,Vegas Vacation (1997),,5.9/10,https://www.netflix.com/title/1151658,,,,,,"The Griswold family risks it all on a trip to Sin City, where they bet big, see the sights and make new friends. But how long will their luck hold?",Comedy,"Chevy Chase, Beverly D'Angelo, Randy Quaid",Stephen Kessler,"93 min / 1h 33m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
1152837,The Devil's Own (1997),,6.2/10,https://www.netflix.com/title/1152837,,,,,,"New York cop Tom O'Meara and his family welcome a young Irishman into their home, unaware that he's on the run -- and on a mission to avenge his father.","Action, Crime, Drama","Harrison Ford, Brad Pitt, Margaret Colin",Alan J. Pakula,"111 min / 1h 51m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
1153656,Austin Powers: International Man of Mystery (1997),,7.0/10,https://www.netflix.com/title/1153656,Recommended,,,,,"A swingin' fashion photographer by day and a groovy British secret agent by night, superspy Austin Powers must foil the sinister schemes of Dr. Evil.","Adventure, Comedy","Mike Myers, Elizabeth Hurley, Michael York",Jay Roach,"89 min / 1h 29m
",English,3 wins & 8 nominations,"Jan 25, 2023",What’s New on Netflix
1154359,My Best Friend's Wedding (1997),,6.3/10,https://www.netflix.com/title/1154359,,,,,,Food critic Julianne does her sneaky best to sabotage her pal Michael's wedding to rich college student Kimmy after realizing she wants him for herself.,"Comedy, Drama, Romance","Julia Roberts, Dermot Mulroney, Cameron Diaz",P.J. Hogan,"105 min / 1h 45m
",English,Nominated for 1 Oscar. 12 wins & 24 nominations total,"Jan 25, 2023",What’s New on Netflix
1171915,Air Force One (1997),,6.5/10,https://www.netflix.com/title/1171915,Recommended,,,,,"Russian terrorists hijack Air Force One with the president and his family on board, forcing the commander-in-chief into an impossible predicament.","Action, Drama, Thriller","Harrison Ford, Gary Oldman, Glenn Close",Wolfgang Petersen,"124 min / 2h 4m
",English,Nominated for 2 Oscars. 7 wins & 13 nominations total,"Jan 25, 2023",What’s New on Netflix
1179053,Seven Years in Tibet (1997),,7.1/10,https://www.netflix.com/title/1179053,,,,,,"During World War II, an escaped POW makes his way to Tibet, where he meets the Dalai Lama, whose friendship ultimately transforms his outlook on life.","Adventure, Biography, Drama","Brad Pitt, David Thewlis, BD Wong",Jean-Jacques Annaud,"136 min / 2h 16m
",English,3 wins & 8 nominations,"Jan 25, 2023",What’s New on Netflix
1180077,Boogie Nights (1997),,7.9/10,https://www.netflix.com/title/1180077,Recommended,,,,,A well-endowed busboy is taken in by a tight-knit group of 1970s porn actors and transforms himself into skin flick celebrity Dirk Diggler.,Drama,"Mark Wahlberg, Julianne Moore, Burt Reynolds",Paul Thomas Anderson,"155 min / 2h 35m
",English,Nominated for 3 Oscars. 37 wins & 65 nominations total,"Jan 25, 2023",What’s New on Netflix
1180113,Gattaca (1997),,7.8/10,https://www.netflix.com/title/1180113,Recommended,,,,,"In a dystopian future where genetics determines your fate, a man born into limited prospects plots to escape his second-class citizen status.","Drama, Sci-Fi, Thriller","Ethan Hawke, Uma Thurman, Jude Law",Andrew Niccol,"106 min / 1h 46m
",English,Nominated for 1 Oscar. 6 wins & 16 nominations total,"Jan 25, 2023",What’s New on Netflix
1181461,Titanic (1997),,7.9/10,https://www.netflix.com/title/1181461,Recommended,,,,,"On a doomed luxury liner, first-class passenger Rose finds a love to last a lifetime when she falls for penniless artist Jack just as disaster strikes.","Drama, Romance","Leonardo DiCaprio, Kate Winslet, Billy Zane",James Cameron,"194 min / 3h 14m
",English,Won 11 Oscars. 125 wins & 83 nominations total,"Jan 25, 2023",What’s New on Netflix
1181616,Starship Troopers (1997),,7.2/10,https://www.netflix.com/title/1181616,,,,,,"When a race of fire-spitting, brain-sucking bugs attack Earth and obliterate Buenos Aires, an infantry unit heads to the aliens' planet for a showdown.","Action, Adventure, Sci-Fi","Casper Van Dien, Denise Richards, Dina Meyer",Paul Verhoeven,"129 min / 2h 9m
",English,Nominated for 1 Oscar. 3 wins & 16 nominations total,"Jan 25, 2023",What’s New on Netflix
1181714,I Know What You Did Last Summer (1997),,5.8/10,https://www.netflix.com/title/1181714,,,,,,"Haunted by a tragic accident they tried to cover up, four teen friends reconnect a year later when a hook-wielding killer begins to stalk them.","Horror, Mystery","Jennifer Love Hewitt, Sarah Michelle Gellar, Anne Heche",Jim Gillespie,"101 min / 1h 41m
",English,3 wins & 7 nominations,"Jan 25, 2023",What’s New on Netflix
121442,This is a True Story,,"6.8/10
",https://www.netflix.com/title/121442,Netflix Original Game,,,,,"Explore a beautiful, hand-painted landscape in this lush narrative puzzle game that's based on actual events and interviews. Survive a windstorm, catch poachers, and even befriend a goat! Adventure and insight await you at every turn as you search for water and marvel at Earth's natural beauty.",,,,,English,,"Jan 25, 2023",What’s New on Netflix
124149,Shatter Remastered,,,https://www.netflix.com/title/124149,Netflix Original Game,,,,,"Shatter Remastered is a retro-inspired brick-breaking game that combines classic action with unique twists and incredible boss battles. Widely accepted as the game that redefined the brick-breaking genre, Shatter Remastered features dozens of unique levels packed with amazing physics, power-ups and special attacks. Easy to learn but hard to master.",,,,,English,,"Jan 25, 2023",What’s New on Netflix
17236928,Rush Hour (1998),,7.0/10,https://www.netflix.com/title/17236928,,,,,,"When a Hong Kong inspector is summoned to Los Angeles to investigate a kidnapping, the FBI assigns a cocky LAPD cop to distract him from the case.","Action, Comedy, Crime","Jackie Chan, Chris Tucker, Ken Leung",Brett Ratner,"98 min / 1h 38m
",English,6 wins & 9 nominations,"Jan 25, 2023",What’s New on Netflix
19054266,Bonnie and Clyde (1967),,7.8/10,https://www.netflix.com/title/19054266,,,,,,"Bonnie Parker and Clyde Barrow are young, in love and on the run during a bullet-riddled bank robbery spree across Depression-ravaged America.","Action, Biography, Crime","Warren Beatty, Faye Dunaway, Michael J. Pollard",Arthur Penn,"111 min / 1h 51m
",English,Won 2 Oscars. 23 wins & 30 nominations total,"Jan 25, 2023",What’s New on Netflix
20254278,Aakhri Adaalat (1988),,"5.3/10
",https://www.netflix.com/title/20254278,,,,,,An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.,"Action, Thriller","Vinod Khanna, Dimple Kapadia, Jackie Shroff",Rajiv Mehra,"148 min / 2h 28m
",Hindi,,"Jan 25, 2023",What’s New on Netflix
20257393,Professor (1962),,"6.8/10
",https://www.netflix.com/title/20257393,,,,,,A college grad in need of money must disguise himself as an old man to tutor two young women who are under the watchful eye of their strict aunt.,"Comedy, Drama, Musical","Shammi Kapoor, Lalita Pawar, Parveen Choudhary",Lekh Tandon,"166 min / 2h 46m
",Hindi,1 win & 4 nominations,"Jan 25, 2023",What’s New on Netflix
20764666,English Babu Desi Mem (1996),,"4.6/10
",https://www.netflix.com/title/20764666,,,,,,"After his brother dies, wealthy Vikram reluctantly returns to India and forms a surprise bond with his orphaned nephew and the showgirl raising him.","Comedy, Drama, Musical","Shah Rukh Khan, Sonali Bendre, Rajeshwari",Praveen Nischol,"170 min / 2h 50m
",Hindi,,"Jan 25, 2023",What’s New on Netflix
21060556,Life (1999),,6.7/10,https://www.netflix.com/title/21060556,,,,,,"Framed for murder in Prohibition-era Mississippi, odd-couple New Yorkers Ray and Claude spend decades together after they're sentenced to life in prison.","Comedy, Crime, Drama","Eddie Murphy, Martin Lawrence, Obba Babatundé",Ted Demme,"108 min / 1h 48m
",English,Nominated for 1 Oscar. 1 win & 6 nominations total,"Jan 25, 2023",What’s New on Netflix
21302357,Austin Powers: The Spy Who Shagged Me (1999),,6.6/10,https://www.netflix.com/title/21302357,,,,,,"When diabolical genius Dr. Evil travels back in time to steal superspy Austin Powers's ""mojo,"" Austin must return to the swingin' '60s himself.","Action, Adventure, Comedy","Mike Myers, Heather Graham, Michael York",Jay Roach,"95 min / 1h 35m
",English,Nominated for 1 Oscar. 18 wins & 31 nominations total,"Jan 25, 2023",What’s New on Netflix
21303955,Big Daddy (1999),,6.4/10,https://www.netflix.com/title/21303955,,,,,,"Sonny, who's been slacking since law school, gets a crash course in personal responsibility when he suddenly finds himself taking care of a 5-year-old.","Comedy, Drama","Adam Sandler, Joey Lauren Adams, Jon Stewart",Dennis Dugan,"93 min / 1h 33m
",English,8 wins & 14 nominations,"Jan 25, 2023",What’s New on Netflix
21304015,Notting Hill (1999),,7.2/10,https://www.netflix.com/title/21304015,Recommended,,,,,"A chance encounter brings together reserved bookstore owner William Thacker and Hollywood icon Anna Scott, who forge an improbable romance.","Comedy, Drama, Romance","Hugh Grant, Julia Roberts, Richard McCabe",Roger Michell,"124 min / 2h 4m
",English,Won 1 BAFTA Award11 wins & 17 nominations total,"Jan 25, 2023",What’s New on Netflix
217258,The Addams Family (1991),,6.9/10,https://www.netflix.com/title/217258,Recommended,,,,,"The Addams family -- Gomez, Morticia, Wednesday and Pugsley -- welcome long-lost relation Fester back into the creepy, kooky and close-knit fold.","Comedy, Fantasy","Anjelica Huston, Raul Julia, Christopher Lloyd",Barry Sonnenfeld,"99 min / 1h 39m
",English,Nominated for 1 Oscar. 5 wins & 23 nominations total,"Jan 25, 2023",What’s New on Netflix
217303,Addams Family Values (1993),,6.8/10,https://www.netflix.com/title/217303,,,,,,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia.","Comedy, Fantasy","Anjelica Huston, Raul Julia, Christopher Lloyd",Barry Sonnenfeld,"94 min / 1h 34m
",English,Nominated for 1 Oscar. 3 wins & 16 nominations total,"Jan 25, 2023",What’s New on Netflix
21878564,Saving Private Ryan (1998),,8.6/10,https://www.netflix.com/title/21878564,Recommended,,,,,"After braving D-Day, Capt. John Miller leads a band of soldiers behind enemy lines to find a paratrooper whose three brothers have been killed in action.","Drama, War","Tom Hanks, Matt Damon, Tom Sizemore",Steven Spielberg,"169 min / 2h 49m
",English,Won 5 Oscars. 79 wins & 75 nominations total,"Jan 25, 2023",What’s New on Netflix
22469006,The General's Daughter (1999),,6.4/10,https://www.netflix.com/title/22469006,,,,,,"As two warrant officers investigate the murder of a general's daughter, they learn of a brutal assault on her years prior -- and the subsequent coverup.","Crime, Drama, Mystery","John Travolta, Madeleine Stowe, James Cromwell",Simon West,"116 min / 1h 56m
",English,3 wins & 5 nominations,"Jan 25, 2023",What’s New on Netflix
24063311,Blue Streak (1999),,6.3/10,https://www.netflix.com/title/24063311,,,,,,A jewel thief returns to his hiding place after a stint in jail -- only to find that his diamond is buried under a newly constructed police station.,"Action, Comedy, Crime","Martin Lawrence, Luke Wilson, Peter Greene",Les Mayfield,"93 min / 1h 33m
",English,,"Jan 25, 2023",What’s New on Netflix
24081514,Ram-Jaane (1995),,"5.4/10
",https://www.netflix.com/title/24081514,,,,,,"Two boyhood pals -- one righteous, the other a criminal -- take very different paths to adulthood. Their love for the same woman may prove disastrous.","Action, Crime, Drama","Shah Rukh Khan, Juhi Chawla, Vivek Mushran",Rajiv Mehra,"122 min / 2h 2m
",Hindi,,"Jan 25, 2023",What’s New on Netflix
25517476,Runaway Bride (1999),,5.6/10,https://www.netflix.com/title/25517476,,,,,,"Sparks fly after a newspaper columnist writes a one-sided, sexist story about a commitment-averse bride who abandoned three men at the altar.","Comedy, Romance","Julia Roberts, Richard Gere, Joan Cusack",Garry Marshall,"116 mins / 1h 56m
",English,6 wins & 10 nominations,"Jan 25, 2023",What’s New on Netflix
321652,The Bodyguard (1992),,6.3/10,https://www.netflix.com/title/321652,,,,,,A reserved former Secret Service agent begins to let down his guard when he's hired to protect a fiery superstar from a dangerous stalker.,"Action, Drama, Music","Kevin Costner, Whitney Houston, Gary Kemp",Mick Jackson,"129 min / 2h 9m
",English,Nominated for 2 Oscars. 10 wins & 21 nominations total,"Jan 25, 2023",What’s New on Netflix
374329,A Chinese Odyssey: Part One - Pandora's Box (1995),,"7.6/10
",https://www.netflix.com/title/374329,,,,,,"When the Goddess of Happiness tosses the Longevity Monk and his disciples out of heaven (because the Monkey King tried to attain immortality), the Monkey King is reincarnated as the Joker. He now spends his time chasing two jealous women.","Action, Adventure, Comedy","Stephen Chow, Man-Tat Ng, Kar-Ying Law",Jeffrey Lau,"87 min / 1h 27m
",Cantonese,3 wins & 1 nomination,"Jan 25, 2023",What’s New on Netflix
382460,Clear and Present Danger (1994),,6.9/10,https://www.netflix.com/title/382460,Recommended,,,,,"When the president's friend is murdered, CIA Deputy Director Jack Ryan becomes unwittingly involved in an illegal war against a Colombian drug cartel.","Action, Crime, Drama","Harrison Ford, Willem Dafoe, Anne Archer",Phillip Noyce,"141 min / 2h 21m
",English,Nominated for 2 Oscars. 3 wins & 11 nominations total,"Jan 25, 2023",What’s New on Netflix
383466,A Clockwork Orange (1971),,8.3/10,https://www.netflix.com/title/383466,Recommended,,,,,"In this dark satire from director Stanley Kubrick, a young, vicious sociopath in a dystopian England undergoes an experimental rehabilitation therapy.","Crime, Sci-Fi","Malcolm McDowell, Patrick Magee, Michael Bates",Stanley Kubrick,"136 min / 2h 16m
",English,Nominated for 4 Oscars. 12 wins & 24 nominations total,"Jan 25, 2023",What’s New on Netflix
384406,Clueless (1995),,"6.9/10
",https://www.netflix.com/title/384406,,,,,,"At a Beverly Hills high school, queen bee Cher excels at makeovers and matchmaking. But figuring out her own love life? Ugh, as if!","Comedy, Romance","Alicia Silverstone, Stacey Dash, Brittany Murphy",Amy Heckerling,"97 min / 1h 37m
",English,6 wins & 11 nominations,"Jan 25, 2023",What’s New on Netflix
433193,Deliverance (1972),,7.7/10,https://www.netflix.com/title/433193,Recommended,,,,,A canoeing trip down a Georgia river turns sinister when dangerous locals descend and force a group of friends to kill or be killed.,"Adventure, Drama, Thriller","Jon Voight, Burt Reynolds, Ned Beatty",John Boorman,"109 min / 1h 49m
",English,Nominated for 3 Oscars. 3 wins & 15 nominations total,"Jan 25, 2023",What’s New on Netflix
445422,The Dirty Dozen (1967),,7.7/10,https://www.netflix.com/title/445422,Recommended,,,,,"During World War II, the US Army recruits 12 convicts for a secret mission that sends them behind enemy lines to kill high-ranking German officers.","Action, Adventure, War","Lee Marvin, Ernest Borgnine, Charles Bronson",Robert Aldrich,"150 min / 2h 30m
",English,Won 1 Oscar. 4 wins & 9 nominations total,"Jan 25, 2023",What’s New on Netflix
445522,Dirty Harry (1971),,7.7/10,https://www.netflix.com/title/445522,,,,,,"Armed with his signature .44 Magnum, hard-boiled San Francisco cop Harry Callahan chases down a serial killer terrorizing the city.","Action, Crime, Thriller","Clint Eastwood, Andrew Robinson, Harry Guardino","Don Siegel, Clint Eastwood","102 min / 1h 42m
",English,2 wins & 4 nominations,"Jan 25, 2023",What’s New on Netflix
464246,Dumb and Dumber (1994),,7.3/10,https://www.netflix.com/title/464246,Recommended,,,,,A lovesick fool and his rambunctious best friend get caught up in a criminal scheme after they attempt to return a briefcase to its attractive owner.,Comedy,"Jim Carrey, Jeff Daniels, Lauren Holly","Peter Farrelly, Bobby Farrelly","107 min / 1h 47m
",English,5 wins & 3 nominations,"Jan 25, 2023",What’s New on Netflix
478675,Eraser (1996),,6.1/10,https://www.netflix.com/title/478675,,,,,,"A US Marshal who erases the identities of those he's assigned to protect dodges bullets, assassins and 747s as he tries to shield a government witness.","Action, Crime, Thriller","Arnold Schwarzenegger, Vanessa Williams, James Caan",Chuck Russell,"115 min / 1h 55m
",English,Nominated for 1 Oscar. 3 wins & 2 nominations total,"Jan 25, 2023",What’s New on Netflix
498716,Ferris Bueller's Day Off (1986),,7.8/10,https://www.netflix.com/title/498716,,,,,,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend.",Comedy,"Matthew Broderick, Alan Ruck, Mia Sara",John Hughes,"103 min / 1h 43m
",English,2 wins & 1 nomination,"Jan 25, 2023",What’s New on Netflix
510088,Fletch (1985),,6.9/10,https://www.netflix.com/title/510088,,,,,,Undercover investigative reporter Fletch lands a major scoop when he's offered big bucks to murder a millionaire -- by the rich guy himself.,"Comedy, Crime, Mystery","Chevy Chase, Joe Don Baker, Dana Wheeler-Nicholson",Michael Ritchie,"98 min / 1h 38m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
525057,Friday (1995),,"7.2/10
",https://www.netflix.com/title/525057,,,,,,"Over the course of a random Friday in their LA neighborhood, newly unemployed Craig and stoner pal Smokey try to come up with $200 to pay off a debt.","Comedy, Drama","Ice Cube, Chris Tucker, Nia Long",F. Gary Gray,"91 min / 1h 31m
",English,1 win & 5 nominations,"Jan 25, 2023",What’s New on Netflix
528677,Full Metal Jacket (1987),,8.3/10,https://www.netflix.com/title/528677,Recommended,,,,,"From boot camp to the battlefield, Stanley Kubrick's classic follows a US Marine and his fellow soldiers as they're trained and sent to fight in Vietnam.","Drama, War","Matthew Modine, R. Lee Ermey, Vincent D'Onofrio",Stanley Kubrick,"116 min / 1h 56m
",English,Nominated for 1 Oscar. 8 wins & 15 nominations total,"Jan 25, 2023",What’s New on Netflix
5670311,Blade (1998),,7.1/10,https://www.netflix.com/title/5670311,,,,,,A vampire-hunting vigilante teams with his longtime mentor and an unexpected ally to stop a power-hungry enemy from carrying out his sinister plan.,"Action, Horror, Sci-Fi","Wesley Snipes, Stephen Dorff, Kris Kristofferson",Stephen Norrington,"120 min / 2h 0m
",English,5 wins & 11 nominations,"Jan 25, 2023",What’s New on Netflix
5670394,Vampires (1998),,6.1/10,https://www.netflix.com/title/5670394,,,,,,"Vengeful vampire slayer Jack Crow meets his match in powerful kingpin Jan Valek, who seeks a talisman that will let bloodsuckers hunt in daylight.","Action, Horror, Thriller","James Woods, Daniel Baldwin, Sheryl Lee",John Carpenter,"108 min / 1h 48m
",English,7 wins & 6 nominations,"Jan 25, 2023",What’s New on Netflix
5670434,Eyes Wide Shut (1999),,7.5/10,https://www.netflix.com/title/5670434,Recommended,,,,,"An argument about fidelity sends a married physician reeling into the night, where he finds himself in a surreal succession of sexual encounters.","Drama, Mystery, Thriller","Tom Cruise, Nicole Kidman, Todd Field",Stanley Kubrick,"159 min / 2h 39m
",English,12 wins & 30 nominations,"Jan 25, 2023",What’s New on Netflix
5670449,U.S. Marshals (1998),,6.5/10,https://www.netflix.com/title/5670449,,,,,,"A convicted murderer is on his way to prison when his jet nose-dives into the Louisiana bayou. He escapes, with a U.S. marshal hot on his heels.","Action, Crime, Thriller","Tommy Lee Jones, Wesley Snipes, Robert Downey Jr",Stuart Baird,"131 min / 2h 11m
",English,1 nomination,"Jan 25, 2023",What’s New on Netflix
5670479,The Mask of Zorro (1998),,6.8/10,https://www.netflix.com/title/5670479,Recommended,,,,,An aging Zorro recruits a protege to inherit his mask by stopping the devious plan of a powerful landlord with whom they both have a personal grudge.,"Action, Adventure, Comedy","Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones",Martin Campbell,"136 min / 2h 16m
",English,Nominated for 2 Oscars. 9 wins & 18 nominations total,"Jan 25, 2023",What’s New on Netflix
60000209,The Talented Mr. Ripley (1999),,7.4/10,https://www.netflix.com/title/60000209,Recommended,,,,,Con artist Tom Ripley charms his way into the lavish life of a charismatic heir -- and takes drastic measures to keep his lies from catching up with him.,"Crime, Drama, Thriller","Matt Damon, Gwyneth Paltrow, Jude Law",Anthony Minghella,"139 min / 2h 19m
",English,Nominated for 5 Oscars. 10 wins & 81 nominations total,"Jan 25, 2023",What’s New on Netflix
60000226,When Harry Met Sally... (1989),,7.6/10,https://www.netflix.com/title/60000226,,,,,,"Over the course of 12 years, Harry and Sally go from mutual dislike to unexpected friendship as they slowly realize they might be made for each other.","Comedy, Drama, Romance","Billy Crystal, Meg Ryan, Carrie Fisher",Rob Reiner,"95 min / 1h 35m
",English,Nominated for 1 Oscar. 4 wins & 17 nominations total,"Jan 25, 2023",What’s New on Netflix
60000407,American Beauty (1999),,8.4/10,https://www.netflix.com/title/60000407,Recommended,,,,,"A suburban family melts down, one day at a time, in this razor-sharp modern fable about the midlife crisis of an unfulfilled husband and father.",Drama,"Kevin Spacey, Annette Bening, Thora Birch",Sam Mendes,"122 min / 2h 2m
",English,Won 5 Oscars. 111 wins & 102 nominations total,"Jan 25, 2023",What’s New on Netflix
60000417,The Green Mile (1999),,8.6/10,https://www.netflix.com/title/60000417,,,,,,"When a prison guard discovers that a death row inmate possesses mysterious powers, he tries desperately to prevent the condemned man's execution.","Crime, Drama, Fantasy","Tom Hanks, Michael Clarke Duncan, David Morse",Frank Darabont,"189 min / 3h 9m
",English,Nominated for 4 Oscars. 15 wins & 37 nominations total,"Jan 25, 2023",What’s New on Netflix
60000424,Next Friday (2000),,6.1/10,https://www.netflix.com/title/60000424,,,,,,"When his archenemy breaks out of prison looking for revenge, Craig moves in with relatives in a fancy suburb - and chaos quickly follows.",Comedy,"Ice Cube, Mike Epps, Justin Pierce",Steve Carr,"98 min / 1h 38m
",English,2 nominations,"Jan 25, 2023",What’s New on Netflix
60000427,Any Given Sunday (1999),,6.9/10,https://www.netflix.com/title/60000427,,,,,,"Director Oliver Stone crafts this look at the gritty world of pro football, capturing the trials and tribulations of the fictional Miami Sharks.","Drama, Sport","Al Pacino, Dennis Quaid, Cameron Diaz",Oliver Stone,"162 min / 2h 42m
",English,3 wins & 9 nominations,"Jan 25, 2023",What’s New on Netflix
60000521,Mission: Impossible II (2000),,"6.1/10
",https://www.netflix.com/title/60000521,,,,,,"When a rogue former IMF agent threatens to deploy a deadly biological weapon, Agent Ethan Hunt dashes across the globe to stop him.","Action, Adventure, Thriller","Tom Cruise, Dougray Scott, Thandiwe Newton",John Woo,"123 min / 2h 3m
",English,12 wins & 20 nominations,"Jan 25, 2023",What’s New on Netflix
60000577,Grease (1978),,7.2/10,https://www.netflix.com/title/60000577,,,,,,"Teen lovebirds-turned-classmates Sandy and Danny struggle to juggle lingering feelings, new friendships and more in this iconic ensemble movie-musical.","Comedy, Musical, Romance","John Travolta, Olivia Newton-John, Stockard Channing",Randal Kleiser,"110 min / 1h 50m
",English,Nominated for 1 Oscar. 5 wins & 10 nominations total,"Jan 25, 2023",What’s New on Netflix
60000724,Forrest Gump (1994),,8.8/10,https://www.netflix.com/title/60000724,,,,,,"A gentle, friendly man navigates through the major events of the 1960s and '70s while inspiring those around him with his childlike optimism.","Drama, Romance","Tom Hanks, Robin Wright, Gary Sinise",Robert Zemeckis,"142 min / 2h 22m
",English,Won 6 Oscars. 50 wins & 75 nominations total,"Jan 25, 2023",What’s New on Netflix
60000880,28 Days (2000),,6.0/10,https://www.netflix.com/title/60000880,,,,,,"After spiraling out of control at her sister's wedding, a New York writer is forced to confront her addiction issues during a court-ordered rehab stay.","Comedy, Drama","Sandra Bullock, Viggo Mortensen, Dominic West",Betty Thomas,"103 min / 1h 43m
",English,1 win,"Jan 25, 2023",What’s New on Netflix
60000884,The Perfect Storm (2000),,"6.4/10
",https://www.netflix.com/title/60000884,,,,,,"As a huge storm approaches, a fisherman who's on a run of bad luck risks everything for an enormous catch, going beyond his boat's normal reach.","Action, Adventure, Drama","George Clooney, Mark Wahlberg, John C. Reilly",Wolfgang Petersen,"130 min / 2h 10m
",English,Nominated for 2 Oscars. 4 wins & 27 nominations total,"Jan 25, 2023",What’s New on Netflix
60000892,The Nutty Professor II: The Klumps (2000),,4.4/10,https://www.netflix.com/title/60000892,,,,,,"After getting engaged, Sherman Klump prepares for his big day. But his sinister alter ego Buddy Love threatens to ruin his wedding - and reputation.","Comedy, Romance, Sci-Fi","Eddie Murphy, Janet Jackson, Larry Miller",Peter Segal,"106 min / 1h 46m
",English,2 wins & 15 nominations,"Jan 25, 2023",What’s New on Netflix
60000904,Love & Basketball (2000),,7.2/10,https://www.netflix.com/title/60000904,,,,,,"Friends since childhood, Monica and Quincy both pursue their dreams of playing pro basketball while a romance gradually blooms over the years.","Drama, Romance, Sport","Sanaa Lathan, Omar Epps, Glenndon Chatman",Gina Prince-Bythewood,"124 min / 2h 4m
",English,13 wins & 15 nominations,"Jan 25, 2023",What’s New on Netflix
60000929,Gladiator (2000),,8.5/10,https://www.netflix.com/title/60000929,,,,,,"Tapped for the throne after the death of the emperor, a Roman general instead finds himself condemned to die by the late ruler's power-hungry son.","Action, Adventure, Drama","Russell Crowe, Joaquin Phoenix, Connie Nielsen",Ridley Scott,"155 min / 2h 35m
",English,Won 5 Oscars. 59 wins & 106 nominations total,"Jan 25, 2023",What’s New on Netflix
60001382,The Replacements (2000),,6.6/10,https://www.netflix.com/title/60001382,,,,,,"In the wake of a players' strike, an old-guard coach drafts a team of gridiron misfits and losers as replacements for the Washington Sentinels.","Comedy, Sport","Keanu Reeves, Gene Hackman, Brooke Langton",Howard Deutch,"118 min / 1h 58m
",English,,"Jan 25, 2023",What’s New on Netflix
60001533,Steel Magnolias (1989),,7.3/10,https://www.netflix.com/title/60001533,,,,,,"Six women in a small Southern town share gossip and solve problems at the local beauty parlor, anchoring each other through life's ups and downs.","Comedy, Drama, Romance","Shirley MacLaine, Olympia Dukakis, Sally Field",Herbert Ross,"117 min / 1h 57m
",English,Nominated for 1 Oscar. 2 wins & 7 nominations total,"Jan 25, 2023",What’s New on Netflix
60001650,Men in Black (1997),,7.3/10,https://www.netflix.com/title/60001650,Recommended,,,,,A brash New York City cop partners with a no-nonsense government agent on a top-secret team that monitors extraterrestrials on Earth.,"Action, Adventure, Comedy","Tommy Lee Jones, Will Smith, Linda Fiorentino",Barry Sonnenfeld,"98 min / 1h 38m
",English,Won 1 Oscar. 22 wins & 39 nominations total,"Jan 25, 2023",What’s New on Netflix
60001737,Edge of Seventeen (1998),,6.8/10,https://www.netflix.com/title/60001737,,,,,,A naive 17-year-old navigates self-expression and heartbreak as he explores his sexual identity during his final year of high school.,"Comedy, Drama, Romance","Chris Stafford, Tina Holmes, Andersen Gabrych",David Moreton,"99 min / 1h 39m
",English,5 wins & 2 nominations,"Jan 25, 2023",What’s New on Netflix
